monophyletic_group_code	Genes	Homolog group	Multiple sequence alignment	Phylogenetic tree	Species
F16647_STM_G1	mk4.011425.00, mk4.021415.00	428126_stm.4424.faa	428126_stm.4424.faa.msa	428126_stm.4424.faa.msa.tree.	S. mediterranea
F16648_STM_G1	mk4.018667.00, mk4.009836.01	428130_stm.4428.faa	428130_stm.4428.faa.msa	428130_stm.4428.faa.msa.tree.	S. mediterranea
F16649_STM_G1	mk4.031086.00, mk4.011130.02	428160_stm.4458.faa	428160_stm.4458.faa.msa	428160_stm.4458.faa.msa.tree.	S. mediterranea
F16650_STM_G1	mk4.002472.06, mk4.002620.00	428175_stm.4473.faa	428175_stm.4473.faa.msa	428175_stm.4473.faa.msa.tree.	S. mediterranea
F16651_STM_G1	mk4.003183.02, mk4.024532.00	428194_stm.4492.faa	428194_stm.4492.faa.msa	428194_stm.4492.faa.msa.tree.	S. mediterranea
F16652_STM_G1	mk4.010432.00, mk4.006379.02	428195_stm.4493.faa	428195_stm.4493.faa.msa	428195_stm.4493.faa.msa.tree.	S. mediterranea
F16653_STM_G1	mk4.005486.07, mk4.000931.01, mk4.005423.01	428207_stm.4505.faa	428207_stm.4505.faa.msa	428207_stm.4505.faa.msa.tree.	S. mediterranea
F16655_STM_G1	mk4.018389.00, mk4.002553.04	428211_stm.4509.faa	428211_stm.4509.faa.msa	428211_stm.4509.faa.msa.tree.	S. mediterranea
F16656_STM_G1	mk4.000913.05, mk4.031542.00, mk4.009501.00, mk4.003431.00, mk4.009428.01, mk4.014502.01	428213_stm.4511.faa	428213_stm.4511.faa.msa	428213_stm.4511.faa.msa.tree.	S. mediterranea
F16657_STM_G1	mk4.040108.00, mk4.036134.01	428223_stm.4521.faa	428223_stm.4521.faa.msa	428223_stm.4521.faa.msa.tree.	S. mediterranea
F16658_STM_G1	mk4.013453.00, mk4.001511.06	428226_stm.4524.faa	428226_stm.4524.faa.msa	428226_stm.4524.faa.msa.tree.	S. mediterranea
F16659_STM_G1	mk4.018968.00, mk4.017051.00, mk4.000433.08	428227_stm.4525.faa	428227_stm.4525.faa.msa	428227_stm.4525.faa.msa.tree.	S. mediterranea
F16660_STM_G1	mk4.019490.00, mk4.031618.00, mk4.014717.02	428235_stm.4533.faa	428235_stm.4533.faa.msa	428235_stm.4533.faa.msa.tree.	S. mediterranea
F16661_STM_G1	mk4.011005.01, mk4.020758.08, mk4.000726.03	428237_stm.4535.faa	428237_stm.4535.faa.msa	428237_stm.4535.faa.msa.tree.	S. mediterranea
F16662_STM_G1	mk4.003882.07, mk4.007334.03	428239_stm.4537.faa	428239_stm.4537.faa.msa	428239_stm.4537.faa.msa.tree.	S. mediterranea
F16663_STM_G1	mk4.008109.01, mk4.039473.00	428241_stm.4539.faa	428241_stm.4539.faa.msa	428241_stm.4539.faa.msa.tree.	S. mediterranea
F16664_STM_G1	mk4.002000.01, mk4.000132.01	428242_stm.4540.faa	428242_stm.4540.faa.msa	428242_stm.4540.faa.msa.tree.	S. mediterranea
F16665_STM_G1	mk4.005512.01, mk4.024701.00	428256_stm.4554.faa	428256_stm.4554.faa.msa	428256_stm.4554.faa.msa.tree.	S. mediterranea
F16666_STM_G1	mk4.002836.01, mk4.000153.15	428258_stm.4556.faa	428258_stm.4556.faa.msa	428258_stm.4556.faa.msa.tree.	S. mediterranea
F16667_STM_G1	mk4.013574.00, mk4.003645.04	428261_stm.4559.faa	428261_stm.4559.faa.msa	428261_stm.4559.faa.msa.tree.	S. mediterranea
F16668_STM_G1	mk4.018398.00, mk4.010386.00	428277_stm.4575.faa	428277_stm.4575.faa.msa	428277_stm.4575.faa.msa.tree.	S. mediterranea
F16670_STM_G1	mk4.002242.00, mk4.002878.02	428285_stm.4583.faa	428285_stm.4583.faa.msa	428285_stm.4583.faa.msa.tree.	S. mediterranea
F16672_STM_G1	mk4.002412.00, mk4.000051.00	428293_stm.4591.faa	428293_stm.4591.faa.msa	428293_stm.4591.faa.msa.tree.	S. mediterranea
F16673_STM_G1	mk4.017419.00, mk4.029510.00	428295_stm.4593.faa	428295_stm.4593.faa.msa	428295_stm.4593.faa.msa.tree.	S. mediterranea
F16675_STM_G1	mk4.012327.01, mk4.008495.00, mk4.002038.05	428324_stm.4622.faa	428324_stm.4622.faa.msa	428324_stm.4622.faa.msa.tree.	S. mediterranea
F16676_STM_G1	mk4.016722.01, mk4.016722.00	428328_stm.4626.faa	428328_stm.4626.faa.msa	428328_stm.4626.faa.msa.tree.	S. mediterranea
F16677_STM_G1	mk4.001785.00, mk4.000221.07, mk4.001911.01, mk4.000333.06, mk4.035419.00, mk4.007049.00	428347_stm.4645.faa	428347_stm.4645.faa.msa	428347_stm.4645.faa.msa.tree.	S. mediterranea
F16678_STM_G1	mk4.055203.00, mk4.002705.01	428351_stm.4649.faa	428351_stm.4649.faa.msa	428351_stm.4649.faa.msa.tree.	S. mediterranea
F16679_STM_G1	mk4.000239.00, mk4.004645.06	428361_stm.4659.faa	428361_stm.4659.faa.msa	428361_stm.4659.faa.msa.tree.	S. mediterranea
F16681_STM_G1	mk4.011031.00, mk4.003339.05	428388_stm.4686.faa	428388_stm.4686.faa.msa	428388_stm.4686.faa.msa.tree.	S. mediterranea
F16683_STM_G1	mk4.003346.02, mk4.004262.01	428403_stm.4701.faa	428403_stm.4701.faa.msa	428403_stm.4701.faa.msa.tree.	S. mediterranea
F16684_STM_G1	mk4.003651.02, mk4.015702.00	428408_stm.4706.faa	428408_stm.4706.faa.msa	428408_stm.4706.faa.msa.tree.	S. mediterranea
F16685_STM_G1	mk4.006445.01, mk4.029515.00	428409_stm.4707.faa	428409_stm.4707.faa.msa	428409_stm.4707.faa.msa.tree.	S. mediterranea
F16686_STM_G1	mk4.008579.02, mk4.009248.03	428417_stm.4715.faa	428417_stm.4715.faa.msa	428417_stm.4715.faa.msa.tree.	S. mediterranea
F16687_STM_G1	mk4.054224.00, mk4.011100.00, mk4.020982.02	428428_stm.4726.faa	428428_stm.4726.faa.msa	428428_stm.4726.faa.msa.tree.	S. mediterranea
F16688_STM_G1	mk4.005667.00, mk4.028882.01	428429_stm.4727.faa	428429_stm.4727.faa.msa	428429_stm.4727.faa.msa.tree.	S. mediterranea
F16689_STM_G1	mk4.010791.00, mk4.044920.00	428432_stm.4730.faa	428432_stm.4730.faa.msa	428432_stm.4730.faa.msa.tree.	S. mediterranea
F16690_STM_G1	mk4.024365.00, mk4.018035.01	428441_stm.4739.faa	428441_stm.4739.faa.msa	428441_stm.4739.faa.msa.tree.	S. mediterranea
F16691_STM_G1	mk4.009131.02, mk4.008570.03	428449_stm.4747.faa	428449_stm.4747.faa.msa	428449_stm.4747.faa.msa.tree.	S. mediterranea
F16693_STM_G1	mk4.024373.00, mk4.020959.00, mk4.048920.01, mk4.034356.00, mk4.023366.00, mk4.029784.00	428450_stm.4748.faa	428450_stm.4748.faa.msa	428450_stm.4748.faa.msa.tree.	S. mediterranea
F16694_STM_G1	mk4.001805.00, mk4.012036.01	428453_stm.4751.faa	428453_stm.4751.faa.msa	428453_stm.4751.faa.msa.tree.	S. mediterranea
F16695_STM_G1	mk4.000073.12, mk4.000069.10	428455_stm.4753.faa	428455_stm.4753.faa.msa	428455_stm.4753.faa.msa.tree.	S. mediterranea
F16696_STM_G1	mk4.003239.00, mk4.000117.04, mk4.003125.05	428459_stm.4757.faa	428459_stm.4757.faa.msa	428459_stm.4757.faa.msa.tree.	S. mediterranea
F16698_STM_G1	mk4.002676.02, mk4.000580.02, mk4.000015.07	428462_stm.4760.faa	428462_stm.4760.faa.msa	428462_stm.4760.faa.msa.tree.	S. mediterranea
F16699_STM_G1	mk4.009723.02, mk4.006832.00, mk4.036442.01, mk4.015663.04	428465_stm.4763.faa	428465_stm.4763.faa.msa	428465_stm.4763.faa.msa.tree.	S. mediterranea
F16700_STM_G1	mk4.019488.00, mk4.004303.01, mk4.013345.02, mk4.010315.01, mk4.004303.02	428468_stm.4766.faa	428468_stm.4766.faa.msa	428468_stm.4766.faa.msa.tree.	S. mediterranea
F16701_STM_G1	mk4.026494.00, mk4.032375.00, mk4.012408.00	428470_stm.4768.faa	428470_stm.4768.faa.msa	428470_stm.4768.faa.msa.tree.	S. mediterranea
F16702_STM_G1	mk4.011718.00, mk4.012667.02	428477_stm.4775.faa	428477_stm.4775.faa.msa	428477_stm.4775.faa.msa.tree.	S. mediterranea
F16703_STM_G1	mk4.001489.05, mk4.002786.05	428498_stm.4796.faa	428498_stm.4796.faa.msa	428498_stm.4796.faa.msa.tree.	S. mediterranea
F16704_STM_G1	mk4.000620.02, mk4.026056.00	428502_stm.4800.faa	428502_stm.4800.faa.msa	428502_stm.4800.faa.msa.tree.	S. mediterranea
F16705_STM_G1	mk4.002629.03, mk4.000505.05, mk4.003487.02	428507_stm.4805.faa	428507_stm.4805.faa.msa	428507_stm.4805.faa.msa.tree.	S. mediterranea
F16706_STM_G1	mk4.000973.02, mk4.001439.01, mk4.000973.00	428516_stm.4814.faa	428516_stm.4814.faa.msa	428516_stm.4814.faa.msa.tree.	S. mediterranea
F16707_STM_G1	mk4.003783.01, mk4.008110.02	428528_stm.4826.faa	428528_stm.4826.faa.msa	428528_stm.4826.faa.msa.tree.	S. mediterranea
F16708_STM_G1	mk4.005075.01, mk4.016954.00	428542_stm.4840.faa	428542_stm.4840.faa.msa	428542_stm.4840.faa.msa.tree.	S. mediterranea
F16709_STM_G1	mk4.014246.00, mk4.026240.00	428550_stm.4848.faa	428550_stm.4848.faa.msa	428550_stm.4848.faa.msa.tree.	S. mediterranea
F16710_STM_G1	mk4.019174.00, mk4.016239.00, mk4.026890.00, mk4.031554.02	428569_stm.4867.faa	428569_stm.4867.faa.msa	428569_stm.4867.faa.msa.tree.	S. mediterranea
F16711_STM_G1	mk4.002912.00, mk4.005974.00	428597_stm.4895.faa	428597_stm.4895.faa.msa	428597_stm.4895.faa.msa.tree.	S. mediterranea
F16712_STM_G1	mk4.024409.00, mk4.023205.00, mk4.004949.01, mk4.012051.01, mk4.007565.00, mk4.001971.03, mk4.004949.00, mk4.001971.04	428600_stm.4898.faa	428600_stm.4898.faa.msa	428600_stm.4898.faa.msa.tree.	S. mediterranea
F16713_STM_G1	mk4.005445.01, mk4.008137.01	428615_stm.4913.faa	428615_stm.4913.faa.msa	428615_stm.4913.faa.msa.tree.	S. mediterranea
F16714_STM_G1	mk4.006825.01, mk4.000425.12	428617_stm.4915.faa	428617_stm.4915.faa.msa	428617_stm.4915.faa.msa.tree.	S. mediterranea
F16715_STM_G1	mk4.005162.00, mk4.001282.07	428621_stm.4919.faa	428621_stm.4919.faa.msa	428621_stm.4919.faa.msa.tree.	S. mediterranea
F16716_STM_G1	mk4.002735.04, mk4.004933.01	428626_stm.4924.faa	428626_stm.4924.faa.msa	428626_stm.4924.faa.msa.tree.	S. mediterranea
F16717_STM_G1	mk4.023715.00, mk4.045088.00, mk4.013697.00	428629_stm.4927.faa	428629_stm.4927.faa.msa	428629_stm.4927.faa.msa.tree.	S. mediterranea
F16718_STM_G1	mk4.003330.03, mk4.002208.02	428644_stm.4942.faa	428644_stm.4942.faa.msa	428644_stm.4942.faa.msa.tree.	S. mediterranea
F16719_STM_G1	mk4.001367.01, mk4.024752.00	428646_stm.4944.faa	428646_stm.4944.faa.msa	428646_stm.4944.faa.msa.tree.	S. mediterranea
F16720_STM_G1	mk4.028428.00, mk4.003478.06, mk4.018719.00	428647_stm.4945.faa	428647_stm.4945.faa.msa	428647_stm.4945.faa.msa.tree.	S. mediterranea
F16721_STM_G1	mk4.001395.03, mk4.001582.10	428652_stm.4950.faa	428652_stm.4950.faa.msa	428652_stm.4950.faa.msa.tree.	S. mediterranea
F16722_STM_G1	mk4.000414.08, mk4.002158.00	428655_stm.4953.faa	428655_stm.4953.faa.msa	428655_stm.4953.faa.msa.tree.	S. mediterranea
F16723_STM_G1	mk4.030573.00, mk4.002632.00	428658_stm.4956.faa	428658_stm.4956.faa.msa	428658_stm.4956.faa.msa.tree.	S. mediterranea
F16724_STM_G1	mk4.003672.06, mk4.007300.01	428666_stm.4964.faa	428666_stm.4964.faa.msa	428666_stm.4964.faa.msa.tree.	S. mediterranea
F16725_STM_G1	mk4.011414.00, mk4.065273.00	428667_stm.4965.faa	428667_stm.4965.faa.msa	428667_stm.4965.faa.msa.tree.	S. mediterranea
F16726_STM_G1	mk4.010610.00, mk4.015170.00	428671_stm.4969.faa	428671_stm.4969.faa.msa	428671_stm.4969.faa.msa.tree.	S. mediterranea
F16727_STM_G1	mk4.004972.00, mk4.005421.00	428685_stm.4983.faa	428685_stm.4983.faa.msa	428685_stm.4983.faa.msa.tree.	S. mediterranea
F16729_STM_G1	mk4.011720.00, mk4.031382.00	428701_stm.4999.faa	428701_stm.4999.faa.msa	428701_stm.4999.faa.msa.tree.	S. mediterranea
F16730_STM_G1	mk4.018125.00, mk4.004738.00	428703_stm.5001.faa	428703_stm.5001.faa.msa	428703_stm.5001.faa.msa.tree.	S. mediterranea
F16731_STM_G1	mk4.019368.00, mk4.020318.03, mk4.024193.00, mk4.003650.02, mk4.006519.00	428729_stm.5027.faa	428729_stm.5027.faa.msa	428729_stm.5027.faa.msa.tree.	S. mediterranea
F16733_STM_G1	mk4.001235.01, mk4.001235.04	428734_stm.5032.faa	428734_stm.5032.faa.msa	428734_stm.5032.faa.msa.tree.	S. mediterranea
F16734_STM_G1	mk4.001350.02, mk4.001350.05	428744_stm.5042.faa	428744_stm.5042.faa.msa	428744_stm.5042.faa.msa.tree.	S. mediterranea
F16735_STM_G1	mk4.008219.00, mk4.022501.00	428747_stm.5045.faa	428747_stm.5045.faa.msa	428747_stm.5045.faa.msa.tree.	S. mediterranea
F16736_STM_G1	mk4.058500.00, mk4.028649.04	428748_stm.5046.faa	428748_stm.5046.faa.msa	428748_stm.5046.faa.msa.tree.	S. mediterranea
F16737_STM_G1	mk4.006892.00, mk4.002510.04, mk4.018112.01	428751_stm.5049.faa	428751_stm.5049.faa.msa	428751_stm.5049.faa.msa.tree.	S. mediterranea
F16738_STM_G1	mk4.009776.02, mk4.005094.05	428758_stm.5056.faa	428758_stm.5056.faa.msa	428758_stm.5056.faa.msa.tree.	S. mediterranea
F16739_STM_G1	mk4.000431.15, mk4.016621.00	428761_stm.5059.faa	428761_stm.5059.faa.msa	428761_stm.5059.faa.msa.tree.	S. mediterranea
F16740_STM_G1	mk4.008400.02, mk4.006121.00	428762_stm.5060.faa	428762_stm.5060.faa.msa	428762_stm.5060.faa.msa.tree.	S. mediterranea
F16741_STM_G1	mk4.001784.01, mk4.021945.01	428770_stm.5068.faa	428770_stm.5068.faa.msa	428770_stm.5068.faa.msa.tree.	S. mediterranea
F16742_STM_G1	mk4.014674.00, mk4.028113.00	428773_stm.5071.faa	428773_stm.5071.faa.msa	428773_stm.5071.faa.msa.tree.	S. mediterranea
F16743_STM_G1	mk4.015913.02, mk4.019373.00	428775_stm.5073.faa	428775_stm.5073.faa.msa	428775_stm.5073.faa.msa.tree.	S. mediterranea
F16744_STM_G1	mk4.007820.01, mk4.002432.01	428781_stm.5079.faa	428781_stm.5079.faa.msa	428781_stm.5079.faa.msa.tree.	S. mediterranea
F16745_STM_G1	mk4.012844.01, mk4.000078.14	428789_stm.5087.faa	428789_stm.5087.faa.msa	428789_stm.5087.faa.msa.tree.	S. mediterranea
F16746_STM_G1	mk4.042243.00, mk4.013953.00, mk4.003183.03, mk4.002184.04	428835_stm.5133.faa	428835_stm.5133.faa.msa	428835_stm.5133.faa.msa.tree.	S. mediterranea
F16747_STM_G1	mk4.025559.00, mk4.020408.02	428846_stm.5144.faa	428846_stm.5144.faa.msa	428846_stm.5144.faa.msa.tree.	S. mediterranea
F16748_STM_G1	mk4.001014.08, mk4.003971.00	428858_stm.5156.faa	428858_stm.5156.faa.msa	428858_stm.5156.faa.msa.tree.	S. mediterranea
F16749_STM_G1	mk4.026359.00, mk4.016388.01	428866_stm.5164.faa	428866_stm.5164.faa.msa	428866_stm.5164.faa.msa.tree.	S. mediterranea
F16751_STM_G1	mk4.012884.00, mk4.039044.00	428880_stm.5178.faa	428880_stm.5178.faa.msa	428880_stm.5178.faa.msa.tree.	S. mediterranea
F16752_STM_G1	mk4.015938.01, mk4.009980.03	428886_stm.5184.faa	428886_stm.5184.faa.msa	428886_stm.5184.faa.msa.tree.	S. mediterranea
F16753_STM_G1	mk4.000160.05, mk4.005775.00, mk4.014035.02, mk4.000160.02	428904_stm.5202.faa	428904_stm.5202.faa.msa	428904_stm.5202.faa.msa.tree.	S. mediterranea
F16754_STM_G1	mk4.006408.00, mk4.002374.00	428911_stm.5209.faa	428911_stm.5209.faa.msa	428911_stm.5209.faa.msa.tree.	S. mediterranea
F16755_STM_G1	mk4.002313.07, mk4.004342.03, mk4.001611.00, mk4.000032.10	428917_stm.5215.faa	428917_stm.5215.faa.msa	428917_stm.5215.faa.msa.tree.	S. mediterranea
F16756_STM_G1	mk4.001405.06, mk4.002121.04	428934_stm.5232.faa	428934_stm.5232.faa.msa	428934_stm.5232.faa.msa.tree.	S. mediterranea
F16757_STM_G1	mk4.007754.00, mk4.026604.00	428936_stm.5234.faa	428936_stm.5234.faa.msa	428936_stm.5234.faa.msa.tree.	S. mediterranea
F16758_STM_G1	mk4.009352.01, mk4.000159.06	428941_stm.5239.faa	428941_stm.5239.faa.msa	428941_stm.5239.faa.msa.tree.	S. mediterranea
F16759_STM_G1	mk4.000216.13, mk4.014902.01	428942_stm.5240.faa	428942_stm.5240.faa.msa	428942_stm.5240.faa.msa.tree.	S. mediterranea
F16760_STM_G1	mk4.021430.01, mk4.020407.00, mk4.000561.11, mk4.016866.02	428964_stm.5262.faa	428964_stm.5262.faa.msa	428964_stm.5262.faa.msa.tree.	S. mediterranea
F16761_STM_G1	mk4.010469.00, mk4.003968.00	428966_stm.5264.faa	428966_stm.5264.faa.msa	428966_stm.5264.faa.msa.tree.	S. mediterranea
F16762_STM_G1	mk4.001831.02, mk4.020975.00, mk4.007204.02, mk4.017897.01, mk4.033204.00, mk4.027566.03	428977_stm.5275.faa	428977_stm.5275.faa.msa	428977_stm.5275.faa.msa.tree.	S. mediterranea
F16763_STM_G1	mk4.004522.01, mk4.005590.01	428978_stm.5276.faa	428978_stm.5276.faa.msa	428978_stm.5276.faa.msa.tree.	S. mediterranea
F16764_STM_G1	mk4.003461.01, mk4.004166.02	428983_stm.5281.faa	428983_stm.5281.faa.msa	428983_stm.5281.faa.msa.tree.	S. mediterranea
F16765_STM_G1	mk4.011882.00, mk4.010074.01	428992_stm.5290.faa	428992_stm.5290.faa.msa	428992_stm.5290.faa.msa.tree.	S. mediterranea
F16766_STM_G1	mk4.012715.00, mk4.013842.02	428995_stm.5293.faa	428995_stm.5293.faa.msa	428995_stm.5293.faa.msa.tree.	S. mediterranea
F16767_STM_G1	mk4.022064.00, mk4.004651.01	429005_stm.5303.faa	429005_stm.5303.faa.msa	429005_stm.5303.faa.msa.tree.	S. mediterranea
F16768_STM_G1	mk4.005290.02, mk4.003634.02	429007_stm.5305.faa	429007_stm.5305.faa.msa	429007_stm.5305.faa.msa.tree.	S. mediterranea
F16769_STM_G1	mk4.000478.09, mk4.021601.00	429017_stm.5315.faa	429017_stm.5315.faa.msa	429017_stm.5315.faa.msa.tree.	S. mediterranea
F16770_STM_G1	mk4.013613.01, mk4.021348.00, mk4.013603.00	429018_stm.5316.faa	429018_stm.5316.faa.msa	429018_stm.5316.faa.msa.tree.	S. mediterranea
F16771_STM_G1	mk4.005768.01, mk4.006412.00, mk4.005768.00	429028_stm.5326.faa	429028_stm.5326.faa.msa	429028_stm.5326.faa.msa.tree.	S. mediterranea
F16772_STM_G1	mk4.001380.01, mk4.008539.00, mk4.005849.03, mk4.011945.01	429030_stm.5328.faa	429030_stm.5328.faa.msa	429030_stm.5328.faa.msa.tree.	S. mediterranea
F16773_STM_G1	mk4.015966.00, mk4.015950.00	429031_stm.5329.faa	429031_stm.5329.faa.msa	429031_stm.5329.faa.msa.tree.	S. mediterranea
F16774_STM_G1	mk4.031341.00, mk4.041604.00	429033_stm.5331.faa	429033_stm.5331.faa.msa	429033_stm.5331.faa.msa.tree.	S. mediterranea
F16775_STM_G1	mk4.026019.00, mk4.017089.00	429034_stm.5332.faa	429034_stm.5332.faa.msa	429034_stm.5332.faa.msa.tree.	S. mediterranea
F16776_STM_G1	mk4.016986.00, mk4.015289.00	429041_stm.5339.faa	429041_stm.5339.faa.msa	429041_stm.5339.faa.msa.tree.	S. mediterranea
F16777_STM_G1	mk4.049300.00, mk4.001154.06, mk4.018354.00	429046_stm.5344.faa	429046_stm.5344.faa.msa	429046_stm.5344.faa.msa.tree.	S. mediterranea
F16778_STM_G1	mk4.007849.05, mk4.001819.05, mk4.018246.00	429058_stm.5356.faa	429058_stm.5356.faa.msa	429058_stm.5356.faa.msa.tree.	S. mediterranea
F16779_STM_G1	mk4.000367.06, mk4.006479.02, mk4.002083.08	429065_stm.5363.faa	429065_stm.5363.faa.msa	429065_stm.5363.faa.msa.tree.	S. mediterranea
F16781_STM_G1	mk4.009612.00, mk4.007528.00	429074_stm.5372.faa	429074_stm.5372.faa.msa	429074_stm.5372.faa.msa.tree.	S. mediterranea
F16782_STM_G1	mk4.000142.04, mk4.032700.00, mk4.000726.04, mk4.008261.03, mk4.018334.00	429083_stm.5381.faa	429083_stm.5381.faa.msa	429083_stm.5381.faa.msa.tree.	S. mediterranea
F16783_STM_G1	mk4.000186.16, mk4.007968.00, mk4.005778.00	429094_stm.5392.faa	429094_stm.5392.faa.msa	429094_stm.5392.faa.msa.tree.	S. mediterranea
F16785_STM_G1	mk4.003693.02, mk4.017975.00	429116_stm.5414.faa	429116_stm.5414.faa.msa	429116_stm.5414.faa.msa.tree.	S. mediterranea
F16786_STM_G1	mk4.006118.03, mk4.008558.00, mk4.003970.02, mk4.007253.01	429117_stm.5415.faa	429117_stm.5415.faa.msa	429117_stm.5415.faa.msa.tree.	S. mediterranea
F16788_STM_G1	mk4.002730.02, mk4.021783.00, mk4.005924.02, mk4.004161.03, mk4.000928.09, mk4.011571.00, mk4.009405.00, mk4.005924.04, mk4.015265.00, mk4.020487.00, mk4.009941.02, mk4.029295.00, mk4.009941.04	429137_stm.5435.faa	429137_stm.5435.faa.msa	429137_stm.5435.faa.msa.tree.	S. mediterranea
F16789_STM_G1	mk4.015140.00, mk4.043960.00	429142_stm.5440.faa	429142_stm.5440.faa.msa	429142_stm.5440.faa.msa.tree.	S. mediterranea
F16790_STM_G1	mk4.009372.01, mk4.008908.00	429150_stm.5448.faa	429150_stm.5448.faa.msa	429150_stm.5448.faa.msa.tree.	S. mediterranea
F16791_STM_G1	mk4.009220.01, mk4.057172.00	429151_stm.5449.faa	429151_stm.5449.faa.msa	429151_stm.5449.faa.msa.tree.	S. mediterranea
F16792_STM_G1	mk4.023230.00, mk4.031699.00	429152_stm.5450.faa	429152_stm.5450.faa.msa	429152_stm.5450.faa.msa.tree.	S. mediterranea
F16793_STM_G1	mk4.019267.00, mk4.031182.00	429155_stm.5453.faa	429155_stm.5453.faa.msa	429155_stm.5453.faa.msa.tree.	S. mediterranea
F16794_STM_G1	mk4.012448.00, mk4.007124.00	429156_stm.5454.faa	429156_stm.5454.faa.msa	429156_stm.5454.faa.msa.tree.	S. mediterranea
F16795_STM_G1	mk4.011892.00, mk4.006834.01	429158_stm.5456.faa	429158_stm.5456.faa.msa	429158_stm.5456.faa.msa.tree.	S. mediterranea
F16796_STM_G1	mk4.025196.00, mk4.021920.00	429179_stm.5477.faa	429179_stm.5477.faa.msa	429179_stm.5477.faa.msa.tree.	S. mediterranea
F16797_STM_G1	mk4.012887.01, mk4.000451.06, mk4.001002.02, mk4.000980.05, mk4.002171.05	429185_stm.5483.faa	429185_stm.5483.faa.msa	429185_stm.5483.faa.msa.tree.	S. mediterranea
F16798_STM_G1	mk4.004574.00, mk4.010707.00	429191_stm.5489.faa	429191_stm.5489.faa.msa	429191_stm.5489.faa.msa.tree.	S. mediterranea
F16799_STM_G1	mk4.025630.00, mk4.021385.00	429198_stm.5496.faa	429198_stm.5496.faa.msa	429198_stm.5496.faa.msa.tree.	S. mediterranea
F16800_STM_G1	mk4.009141.01, mk4.003601.00	429208_stm.5506.faa	429208_stm.5506.faa.msa	429208_stm.5506.faa.msa.tree.	S. mediterranea
F16801_STM_G1	mk4.001226.08, mk4.001226.07	429214_stm.5512.faa	429214_stm.5512.faa.msa	429214_stm.5512.faa.msa.tree.	S. mediterranea
F16802_STM_G1	mk4.005324.03, mk4.029493.00	429220_stm.5518.faa	429220_stm.5518.faa.msa	429220_stm.5518.faa.msa.tree.	S. mediterranea
F16803_STM_G1	mk4.011451.00, mk4.017437.02	429225_stm.5523.faa	429225_stm.5523.faa.msa	429225_stm.5523.faa.msa.tree.	S. mediterranea
F16804_STM_G1	mk4.006194.02, mk4.002754.13	429227_stm.5525.faa	429227_stm.5525.faa.msa	429227_stm.5525.faa.msa.tree.	S. mediterranea
F16805_STM_G1	mk4.016874.02, mk4.000317.11	429245_stm.5543.faa	429245_stm.5543.faa.msa	429245_stm.5543.faa.msa.tree.	S. mediterranea
F16806_STM_G1	mk4.033591.01, mk4.013181.00, mk4.001252.07, mk4.001759.01	429250_stm.5548.faa	429250_stm.5548.faa.msa	429250_stm.5548.faa.msa.tree.	S. mediterranea
F16807_STM_G1	mk4.036937.00, mk4.019466.00	429289_stm.5587.faa	429289_stm.5587.faa.msa	429289_stm.5587.faa.msa.tree.	S. mediterranea
F16808_STM_G1	mk4.005061.05, mk4.001935.02	429300_stm.5598.faa	429300_stm.5598.faa.msa	429300_stm.5598.faa.msa.tree.	S. mediterranea
F16809_STM_G1	mk4.004714.05, mk4.014848.01, mk4.004502.02, mk4.001057.04, mk4.000239.08, mk4.003125.01, mk4.013262.00, mk4.011379.00, mk4.007574.00, mk4.021887.00, mk4.001388.02, mk4.008538.00, mk4.010477.01, mk4.008735.01	429305_stm.5603.faa	429305_stm.5603.faa.msa	429305_stm.5603.faa.msa.tree.	S. mediterranea
F16810_STM_G1	mk4.009569.00, mk4.002680.01	429311_stm.5609.faa	429311_stm.5609.faa.msa	429311_stm.5609.faa.msa.tree.	S. mediterranea
F16811_STM_G1	mk4.000010.10, mk4.000121.09, mk4.011122.01, mk4.005615.02, mk4.008150.01, mk4.001622.07, mk4.003098.00, mk4.010772.01, mk4.001722.04	429320_stm.5618.faa	429320_stm.5618.faa.msa	429320_stm.5618.faa.msa.tree.	S. mediterranea
F16812_STM_G1	mk4.018314.06, mk4.010994.07	429349_stm.5647.faa	429349_stm.5647.faa.msa	429349_stm.5647.faa.msa.tree.	S. mediterranea
F16813_STM_G1	mk4.000469.00, mk4.004186.00	429351_stm.5649.faa	429351_stm.5649.faa.msa	429351_stm.5649.faa.msa.tree.	S. mediterranea
F16814_STM_G1	mk4.018403.02, mk4.047753.00, mk4.016918.00	429354_stm.5652.faa	429354_stm.5652.faa.msa	429354_stm.5652.faa.msa.tree.	S. mediterranea
F16815_STM_G1	mk4.025091.00, mk4.014386.00	429361_stm.5659.faa	429361_stm.5659.faa.msa	429361_stm.5659.faa.msa.tree.	S. mediterranea
F16816_STM_G1	mk4.018546.00, mk4.005188.00	429363_stm.5661.faa	429363_stm.5661.faa.msa	429363_stm.5661.faa.msa.tree.	S. mediterranea
F16817_STM_G1	mk4.000163.15, mk4.010279.02, mk4.006948.02, mk4.004186.01, mk4.005415.03	429372_stm.5670.faa	429372_stm.5670.faa.msa	429372_stm.5670.faa.msa.tree.	S. mediterranea
F16818_STM_G1	mk4.022098.00, mk4.018534.00	429378_stm.5676.faa	429378_stm.5676.faa.msa	429378_stm.5676.faa.msa.tree.	S. mediterranea
