Family	Model	Degrees of freedom	LnL	# sites (BEB pp > 0.95)	# sites (BEB pp > 0.99)	dN	dS	dN/dS	Num. sites (BEB pp > 0.95)	Num. sites (BEB pp > 0.99)
F50904_MLIG_G1	M2	7.0	-8550.753554	0	0	0.0045	0.0202	0.2225	0.0	0.0
F50904_MLIG_G1	M1	5.0	-8550.753559	0	0	0.0031	0.014	0.2225		
F96234_MLIG_G1	M2	7.0	-2216.664065	0	0	11.4146	0.0356	320.6857	170.0	115.0
F96234_MLIG_G1	M1	5.0	-2261.586795	0	0	0.3863	0.5288	0.7305		
F70953_TREG_G1	M1	5.0	-1703.631169	0	0	1.9148	2.3777	0.8053		
F70953_TREG_G1	M2	7.0	-1703.482269	0	0	21.1437	0.5919	35.7243	18.0	0.0
F102944_FHEP_G1	M1	5.0	-778.872194	0	0	0.1134	0.2718	0.4173		
F102944_FHEP_G1	M2	7.0	-772.703702	0	0	0.2701	0.162	1.6671	3.0	0.0
F38003_MLIG_G1	M2	8.0	-1548.302873	0	0	0.0	0.0	0.2201	0.0	0.0
F38003_MLIG_G1	M1	6.0	-1548.302876	0	0	0.0	0.0	0.2201		
F89180_MLIG_G1	M1	6.0	-2580.578958	0	0	0.0029	0.0096	0.3049		
F89180_MLIG_G1	M2	8.0	-2580.578957	0	0	0.0029	0.0096	0.3049	0.0	0.0
F36843_MLIG_G1	M1	6.0	-684.037003	0	0	0.0	0.0	0.2463		
F36843_MLIG_G1	M2	8.0	-684.037003	0	0	0.0	0.0	0.2463	0.0	0.0
F64642_MLIG_G1	M1	6.0	-2629.787238	0	0	0.0	0.0	0.7398		
F64642_MLIG_G1	M2	8.0	-2584.134864	0	0	0.0	0.0	112.6884	217.0	159.0
F11720_MLIG_G1	M1	6.0	-1693.22176	0	0	0.0	0.0	0.5284		
F11720_MLIG_G1	M2	8.0	-1693.22176	0	0	0.0	0.0	0.5284	0.0	0.0
F104577_MLIG_G1	M1	6.0	-1320.034771	0	0	0.0	0.0	0.2285		
F104577_MLIG_G1	M2	8.0	-1320.03477	0	0	0.0	0.0	0.2285	0.0	0.0
F28224_SMED_G1	M1	5.0	-1251.588309	0	0	5.6112	50.6674	0.1107		
F28224_SMED_G1	M2	7.0	-1251.469881	0	0	5.5198	71.4442	0.0773	0.0	0.0
F37030_MLIG_G1	M2	7.0	-840.57781	0	0	16.6667	16.6667	1.0	0.0	0.0
F37030_MLIG_G1	M1	5.0	-840.57781	0	0	16.6667	16.6667	1.0		
F118061_MLIG_G1	M1	5.0	-2062.675886	0	0	0.2526	0.5357	0.4715		
F118061_MLIG_G1	M2	7.0	-2004.454943	0	0	22.0357	0.0959	229.8151	103.0	58.0
F22363_MLIG_G1	M2	8.0	-603.110619	0	0	0.0	0.0	0.2683	0.0	0.0
F22363_MLIG_G1	M1	6.0	-603.110619	0	0	0.0	0.0	0.2683		
F41993_MLIG_G1	M2	7.0	-1544.791824	0	0	0.0118	0.0155	0.7644	0.0	0.0
F41993_MLIG_G1	M1	5.0	-1544.791824	0	0	0.0053	0.0069	0.7644		
F47188_HDIM_G1	M1	5.0	-379.253025	0	0	0.0	0.0	0.0		
F47188_HDIM_G1	M2	7.0	-379.253041	0	0	0.0	0.0	1.0	0.0	0.0
F6010_MLIG_G1	M2	8.0	-729.491487	0	0	0.0	0.0	1.5632	0.0	0.0
F6010_MLIG_G1	M1	6.0	-729.672859	0	0	0.0	0.0	1.0		
F58793_SMAR_G1	M1	5.0	-1547.265456	0	0	0.0061	0.0174	0.3489		
F58793_SMAR_G1	M2	7.0	-1547.265455	0	0	0.0	0.0	0.3489	0.0	0.0
F32103_MLIG_G1	M1	6.0	-619.128485	0	0	0.0	0.0	0.2973		
F32103_MLIG_G1	M2	8.0	-605.389123	0	0	19.5752	1.515	12.9206	7.0	1.0
F108476_SMAN_G1	M2	7.0	-208.695544	0	0	1.4723	58.169	0.0253	0.0	0.0
F108476_SMAN_G1	M1	5.0	-208.695545	0	0	1.4728	58.1678	0.0253		
F20840_MLIG_G1	M1	5.0	-7276.846006	0	0	0.0023	0.0275	0.084		
F20840_MLIG_G1	M2	7.0	-7276.845965	0	0	0.0036	0.0432	0.084	0.0	0.0
F110035_MLIG_G1	M2	8.0	-2670.17865	0	0	0.0	0.0	0.0339	0.0	0.0
F110035_MLIG_G1	M1	6.0	-2670.17865	0	0	0.0	0.0	0.0339		
F30050_MLIG_G1	M1	6.0	-818.385459	0	0	0.0	0.0	0.116		
F30050_MLIG_G1	M2	8.0	-818.385415	0	0	0.0	0.0	0.116	0.0	0.0
F113983_TREG_G1	M1	5.0	-594.24836	0	0	0.8712	0.8712	1.0		
F113983_TREG_G1	M2	7.0	-593.705064	0	0	22.9457	0.646	35.5215	0.0	0.0
F118294_MLIG_G1	M1	7.0	-1053.097293	0	0	0.0	0.0	0.9011		
F118294_MLIG_G1	M2	9.0	-1053.097293	0	0	0.0	0.0	0.9011	0.0	0.0
F41762_MLIG_G1	M2	7.0	-2671.889025	0	0	23.733	0.1631	145.4896	270.0	207.0
F41762_MLIG_G1	M1	5.0	-2674.770857	0	0	1.8842	1.8842	1.0		
F23847_SMED_G1	M1	5.0	-604.951659	0	0	13.539	13.539	1.0		
F23847_SMED_G1	M2	7.0	-604.951655	0	0	16.6667	16.6667	1.0	0.0	0.0
F46019_MLIG_G1	M1	6.0	-888.49875	0	0	0.0033	0.0033	1.0		
F46019_MLIG_G1	M2	8.0	-888.482851	0	0	0.0	0.0	1.1504	0.0	0.0
F98112_MLIG_G1	M1	6.0	-1836.720579	0	0	0.0	0.0	0.2419		
F98112_MLIG_G1	M2	8.0	-1836.720574	0	0	0.0	0.0	0.2419	0.0	0.0
F1333_MCOR_G1	M2	7.0	-232.55481	0	0	0.0	0.0	0.7752	0.0	0.0
F1333_MCOR_G1	M1	5.0	-232.554805	0	0	0.0	0.0	0.0		
F38923_MLIG_G1	M1	5.0	-2697.22861	0	0	0.0022	0.0109	0.2031		
F38923_MLIG_G1	M2	7.0	-2697.228609	0	0	0.0	0.0	0.2031	0.0	0.0
F36205_MLIG_G1	M2	7.0	-1044.217975	0	0	0.0	0.0	1.1051	0.0	0.0
F36205_MLIG_G1	M1	5.0	-1044.217976	0	0	0.0	0.0	1.0		
F27762_MLIG_G1	M1	5.0	-1035.759694	0	0	0.0006	0.0113	0.0521		
F27762_MLIG_G1	M2	7.0	-1035.70234	0	0	0.0	0.0	0.0821	0.0	0.0
F95751_MLIG_G1	M2	7.0	-8360.388023	0	0	0.0034	0.0174	0.1976	0.0	0.0
F95751_MLIG_G1	M1	5.0	-8360.388026	0	0	0.0027	0.0137	0.1976		
F66185_SMED_G1	M2	7.0	-1673.768225	0	0	16.663	16.663	1.0	0.0	0.0
F66185_SMED_G1	M1	5.0	-1673.768225	0	0	16.6087	16.6087	1.0		
F123544_MLIG_G1	M1	14.0	-1160.384684	0	0	0.0	0.0	0.0756		
F123544_MLIG_G1	M2	16.0	-1160.384711	0	0	0.0	0.0	0.0755	0.0	0.0
F62996_MLIG_G1	M1	5.0	-3283.11609	0	0	0.0	0.0	0.5652		
F62996_MLIG_G1	M2	7.0	-3283.11742	0	0	0.0	0.0	0.5677	0.0	0.0
F16005_SMED_G1	M1	7.0	-416.72642	0	0	0.0	0.0	0.7146		
F16005_SMED_G1	M2	9.0	-411.52131	0	0	0.0	0.0	2.49	2.0	0.0
F41838_MLIG_G1	M1	6.0	-3551.643306	0	0	0.001	0.0236	0.042		
F41838_MLIG_G1	M2	8.0	-3551.643202	0	0	0.001	0.0236	0.042	0.0	0.0
F58027_TASI_G1	M1	5.0	-275.195511	0	0	0.0047	0.0646	0.0725		
F58027_TASI_G1	M2	7.0	-270.977481	0	0	0.6407	0.0375	17.0881	0.0	0.0
F96890_MLIG_G1	M2	8.0	-2172.691373	0	0	0.0012	0.0149	0.0791	0.0	0.0
F96890_MLIG_G1	M1	6.0	-2172.691377	0	0	0.0012	0.0149	0.0791		
F95989_TREG_G1	M2	26.0	-2961.416925	0	0	0.0	0.0	0.9873	0.0	0.0
F95989_TREG_G1	M1	24.0	-2961.417312	0	0	0.0	0.0	0.9873		
F108179_MLIG_G1	M1	5.0	-2166.868007	0	0	2.6225	15.4744	0.1695		
F108179_MLIG_G1	M2	7.0	-2166.868007	0	0	2.5116	14.8212	0.1695	0.0	0.0
F637_SMAN_G1	M2	7.0	-842.576813	0	0	0.0	0.0	0.0	0.0	0.0
F637_SMAN_G1	M1	5.0	-842.576813	0	0	0.0	0.0	0.0		
F69151_SMED_G1	M1	26.0	-3215.11975	0	0	0.0	0.0	0.9887		
F69151_SMED_G1	M2	28.0	-3217.656531	0	0	0.0	0.0	7.6983	45.0	28.0
F127009_MLIG_G1	M2	7.0	-390.849798	0	0	0.0	0.0	999.0	0.0	0.0
F127009_MLIG_G1	M1	5.0	-391.571439	0	0	0.0	0.0	1.0		
F35548_TSAG_G1	M1	6.0	-356.413984	0	0	8.703	8.703	1.0		
F35548_TSAG_G1	M2	8.0	-356.413984	0	0	8.703	8.703	1.0	0.0	0.0
F31269_MLIG_G1	M2	12.0	-1389.119443	0	0	0.0	0.0	0.4235	0.0	0.0
F31269_MLIG_G1	M1	10.0	-1389.11833	0	0	0.0	0.0	0.4435		
F110180_MLIG_G1	M2	8.0	-583.055541	0	0	0.0013	0.015	0.0857	0.0	0.0
F110180_MLIG_G1	M1	6.0	-583.055542	0	0	0.0013	0.015	0.0857		
F73534_MLIG_G1	M2	9.0	-506.55685	0	0	0.0	0.0	0.2575	0.0	0.0
F73534_MLIG_G1	M1	7.0	-506.556851	0	0	0.0	0.0	0.2575		
F38381_EMUL_G1	M1	5.0	-340.182471	0	0	0.0	0.0	0.0		
F38381_EMUL_G1	M2	7.0	-340.182471	0	0	0.0	0.0	0.0	0.0	0.0
F9974_MLIG_G1	M1	5.0	-77.097545	0	0	0.0	0.0	0.3477		
F9974_MLIG_G1	M2	7.0	-77.097546	0	0	0.0	0.0	0.6297	0.0	0.0
F63467_MLIG_G1	M2	8.0	-1977.993203	0	0	0.002	0.0424	0.0474	0.0	0.0
F63467_MLIG_G1	M1	6.0	-1977.993274	0	0	0.002	0.0424	0.0474		
F129992_MLIG_G1	M2	7.0	-1655.024851	0	0	0.0	0.0	0.0363	0.0	0.0
F129992_MLIG_G1	M1	5.0	-1655.024859	0	0	0.0009	0.0246	0.0363		
F86567_MLIG_G1	M1	6.0	-1396.017178	0	0	0.0053	0.0053	1.0		
F86567_MLIG_G1	M2	8.0	-1395.694395	0	0	0.006	0.0033	1.8215	0.0	0.0
F46021_MLIG_G1	M1	12.0	-1392.241883	0	0	0.0	0.0	0.1681		
F46021_MLIG_G1	M2	14.0	-1392.241807	0	0	0.0	0.0	0.168	0.0	0.0
F18451_SMED_G1	M2	7.0	-433.153053	0	0	5.4175	50.9245	0.1064	0.0	0.0
F18451_SMED_G1	M1	5.0	-433.167613	0	0	2.6216	24.9193	0.1052		
F39302_MLIG_G1	M1	6.0	-595.361471	0	0	0.0	0.0	0.171		
F39302_MLIG_G1	M2	8.0	-574.499455	0	0	0.0	0.0	17.3521	11.0	8.0
F107874_MLIG_G1	M2	7.0	-740.714219	0	0	0.0062	0.0424	0.1471	0.0	0.0
F107874_MLIG_G1	M1	5.0	-740.714219	0	0	0.0031	0.021	0.1471		
F64461_MLIG_G1	M1	5.0	-1136.616484	0	0	3.61	4.0164	0.8988		
F64461_MLIG_G1	M2	7.0	-1136.424586	0	0	20.0789	1.8054	11.1216	0.0	0.0
F68405_MLIG_G1	M1	6.0	-1683.497479	0	0	0.0	0.0	0.4221		
F68405_MLIG_G1	M2	8.0	-1683.497478	0	0	0.0	0.0	0.4221	0.0	0.0
F13993_MLIG_G1	M1	16.0	-3807.369348	0	0	0.0	0.0	0.9941		
F13993_MLIG_G1	M2	18.0	-3807.369345	0	0	0.0	0.0	0.9941	1.0	0.0
F48318_MLIG_G1	M1	5.0	-1003.663367	0	0	0.0048	0.018	0.2664		
F48318_MLIG_G1	M2	7.0	-1003.663365	0	0	0.0038	0.0142	0.2664	0.0	0.0
F55003_MLIG_G1	M1	6.0	-1410.146566	0	0	0.0049	0.0315	0.1552		
F55003_MLIG_G1	M2	8.0	-1410.146555	0	0	0.0049	0.0315	0.1552	0.0	0.0
F52123_MLIG_G1	M1	12.0	-904.071319	0	0	0.0	0.0	0.0453		
F52123_MLIG_G1	M2	14.0	-904.071179	0	0	0.0	0.0	0.0453	0.0	0.0
F111737_MLIG_G1	M2	8.0	-434.351071	0	0	0.0	0.0	0.1937	0.0	0.0
F111737_MLIG_G1	M1	6.0	-434.38552	0	0	0.0	0.0	0.142		
F127767_MLIG_G1	M1	7.0	-509.045006	0	0	0.0	0.0	0.5841		
F127767_MLIG_G1	M2	9.0	-489.022733	0	0	0.0	0.0	241.4864	32.0	16.0
F31129_MLIG_G1	M2	8.0	-1660.200591	0	0	0.0	0.0	0.0689	0.0	0.0
F31129_MLIG_G1	M1	6.0	-1660.200651	0	0	0.0	0.0	0.0689		
F43012_MLIG_G1	M2	8.0	-1125.766504	0	0	0.0	0.0	0.184	0.0	0.0
F43012_MLIG_G1	M1	6.0	-1125.766506	0	0	0.0	0.0	0.184		
F131669_MLIG_G1	M2	7.0	-353.283154	0	0	0.0	0.0	30.0747	0.0	0.0
F131669_MLIG_G1	M1	5.0	-353.283162	0	0	0.0	0.0	1.0		
F75112_MLIG_G1	M1	6.0	-613.487054	0	0	0.0	0.0	0.1576		
F75112_MLIG_G1	M2	8.0	-613.487051	0	0	0.0	0.0	0.1576	0.0	0.0
F60823_MLIG_G1	M2	7.0	-1071.34255	0	0	0.0	0.0	0.3437	0.0	0.0
F60823_MLIG_G1	M1	5.0	-1071.34255	0	0	0.0051	0.0147	0.3437		
F42912_MLIG_G1	M1	5.0	-1321.94152	0	0	0.0	0.0	0.0		
F42912_MLIG_G1	M2	7.0	-1321.94149	0	0	0.0	0.0041	0.0	0.0	0.0
F126084_MLIG_G1	M1	5.0	-511.015847	0	0	0.0	0.0	0.0		
F126084_MLIG_G1	M2	7.0	-511.01593	0	0	0.0	0.0	0.7752	0.0	0.0
F22392_MLIG_G1	M1	6.0	-1258.5642	0	0	0.0016	0.0073	0.2157		
F22392_MLIG_G1	M2	8.0	-1258.564199	0	0	0.0016	0.0073	0.2157	0.0	0.0
F872_MLIG_G1	M1	7.0	-1474.488823	0	0	0.0	0.0	0.643		
F872_MLIG_G1	M2	9.0	-1471.466	0	0	0.0	0.0	1.1488	0.0	0.0
F30174_MLIG_G1	M1	6.0	-568.123664	0	0	0.0	0.0	0.7434		
F30174_MLIG_G1	M2	8.0	-568.123665	0	0	0.0	0.0	0.8856	0.0	0.0
F72105_HDIM_G1	M1	7.0	-1089.462846	0	0	0.0	0.0	0.4798		
F72105_HDIM_G1	M2	9.0	-1089.462875	0	0	0.0	0.0	0.6056	0.0	0.0
F2549_HDIM_G1	M2	7.0	-211.008061	0	0	4.5389	12.3871	0.3664	0.0	0.0
F2549_HDIM_G1	M1	5.0	-211.008061	0	0	4.5394	12.3883	0.3664		
F83285_MLIG_G1	M1	6.0	-1173.611966	0	0	0.0011	0.0309	0.0364		
F83285_MLIG_G1	M2	8.0	-1173.611963	0	0	0.0011	0.0309	0.0364	0.0	0.0
F91381_MCOR_G1	M2	7.0	-353.815243	0	0	0.0263	0.026	1.0133	0.0	0.0
F91381_MCOR_G1	M1	5.0	-353.815517	0	0	0.0185	0.0187	0.9901		
F12_MLIG_G1	M2	8.0	-6408.277936	0	0	0.0032	0.0076	0.421	0.0	0.0
F12_MLIG_G1	M1	6.0	-6408.789292	0	0	0.0048	0.0126	0.3811		
F101788_MLIG_G1	M2	7.0	-719.979025	0	0	15.6174	19.2708	0.8104	0.0	0.0
F101788_MLIG_G1	M1	5.0	-719.979025	0	0	15.6174	19.2709	0.8104		
F90475_MLIG_G1	M1	5.0	-3373.580496	0	0	0.0037	0.0095	0.3878		
F90475_MLIG_G1	M2	7.0	-3369.590517	0	0	0.0	0.0	1.9212	0.0	0.0
F56701_MLIG_G1	M2	8.0	-225.068545	0	0	0.0	0.0	0.8863	0.0	0.0
F56701_MLIG_G1	M1	6.0	-225.068545	0	0	0.0	0.0	0.7434		
F40571_SMAN_G1	M1	5.0	-886.189186	0	0	0.0	0.0	0.0		
F40571_SMAN_G1	M2	7.0	-886.18942	0	0	0.0	0.0	1.0	0.0	0.0
F77320_SJAP_G1	M2	7.0	-658.145456	0	0	0.0	0.0	143.5298	9.0	2.0
F77320_SJAP_G1	M1	5.0	-660.63264	0	0	0.0127	0.016	0.7965		
F19568_MLIG_G1	M2	7.0	-163.520975	0	0	0.0	0.0	0.0	0.0	0.0
F19568_MLIG_G1	M1	5.0	-163.521012	0	0	0.0	0.0265	0.0		
F20180_MLIG_G1	M1	6.0	-436.762837	0	0	0.0	0.0	0.3377		
F20180_MLIG_G1	M2	8.0	-428.795112	0	0	0.0	0.0	8.6717	4.0	0.0
F11273_MLIG_G1	M1	5.0	-1382.433781	0	0	0.0025	0.0176	0.1435		
F11273_MLIG_G1	M2	7.0	-1382.43378	0	0	0.0	0.0	0.1435	0.0	0.0
F46730_HMIC_G1	M2	7.0	-681.211588	0	0	0.0509	0.1212	0.4197	0.0	0.0
F46730_HMIC_G1	M1	5.0	-681.211607	0	0	0.0509	0.1212	0.4197		
F68478_MLIG_G1	M2	8.0	-832.81673	0	0	0.0	0.0	0.3778	0.0	0.0
F68478_MLIG_G1	M1	6.0	-832.816731	0	0	0.0	0.0	0.3778		
F125997_SMED_G1	M1	5.0	-516.739132	0	0	0.0043	0.022	0.1937		
F125997_SMED_G1	M2	7.0	-516.73913	0	0	0.0052	0.0271	0.1937	0.0	0.0
F65945_SMED_G1	M1	5.0	-781.536778	0	0	0.0002	0.0012	0.1671		
F65945_SMED_G1	M2	7.0	-781.536779	0	0	0.0	0.0	0.1671	0.0	0.0
F108664_MLIG_G1	M2	9.0	-435.452696	0	0	0.0	0.0	1.169	0.0	0.0
F108664_MLIG_G1	M1	7.0	-435.809795	0	0	0.0121	0.0121	1.0		
F9301_MLIG_G1	M2	7.0	-2570.615259	0	0	0.0	0.005	0.0	0.0	0.0
F9301_MLIG_G1	M1	5.0	-2570.615464	0	0	0.0	0.0001	0.0		
F62706_MLIG_G1	M1	6.0	-425.041102	0	0	0.0	0.0	0.0		
F62706_MLIG_G1	M2	8.0	-425.041081	0	0	0.0	0.0	0.0	0.0	0.0
F103031_MLIG_G1	M2	8.0	-4070.686617	0	0	0.0263	0.0142	1.848	4.0	0.0
F103031_MLIG_G1	M1	6.0	-4090.445893	0	0	0.0051	0.0257	0.1983		
F29652_SMED_G1	M2	7.0	-526.128277	0	0	0.0	0.0	0.5983	0.0	0.0
F29652_SMED_G1	M1	5.0	-526.129927	0	0	0.0137	0.0242	0.5661		
F105870_MLIG_G1	M1	7.0	-394.316923	0	0	0.0	0.0	0.1956		
F105870_MLIG_G1	M2	9.0	-394.316923	0	0	0.0	0.0	0.1956	0.0	0.0
F89889_TREG_G1	M2	8.0	-752.204986	0	0	3.6617	3.6617	1.0	0.0	0.0
F89889_TREG_G1	M1	6.0	-752.204986	0	0	3.6617	3.6617	1.0		
F26322_TASI_G1	M1	5.0	-695.180114	0	0	0.0283	0.045	0.6289		
F26322_TASI_G1	M2	7.0	-686.244961	0	0	0.1415	0.0237	5.9747	0.0	0.0
F108616_MLIG_G1	M1	6.0	-3640.771167	0	0	1.5824	1.7731	0.8925		
F108616_MLIG_G1	M2	8.0	-3606.019881	0	0	19.2424	1.3591	14.1577	10.0	1.0
F13479_HDIM_G1	M1	5.0	-328.4407	0	0	0.0	0.0	0.0		
F13479_HDIM_G1	M2	7.0	-328.4407	0	0	0.0	0.0	0.0	0.0	0.0
F117413_MLIG_G1	M2	8.0	-2336.857655	0	0	0.0	0.0	0.226	0.0	0.0
F117413_MLIG_G1	M1	6.0	-2337.516689	0	0	0.0	0.0	0.0451		
F124640_MLIG_G1	M2	7.0	-1234.104797	0	0	0.0049	0.0417	0.1171	0.0	0.0
F124640_MLIG_G1	M1	5.0	-1234.104817	0	0	0.0036	0.0309	0.1171		
F60522_MLIG_G1	M2	7.0	-2021.678398	0	0	0.0087	0.0281	0.3113	0.0	0.0
F60522_MLIG_G1	M1	5.0	-2021.6784	0	0	0.0057	0.0184	0.3113		
F120019_SMED_G1	M2	9.0	-568.190598	0	0	5.1554	5.5837	0.9233	0.0	0.0
F120019_SMED_G1	M1	7.0	-568.190598	0	0	5.1554	5.5837	0.9233		
F102160_SMAT_G1	M1	5.0	-964.92089	0	0	0.0	0.0	0.4217		
F102160_SMAT_G1	M2	7.0	-964.920891	0	0	0.0	0.0	0.7764	0.0	0.0
F51191_MLIG_G1	M2	8.0	-747.410399	0	0	0.0	0.0	1.6128	0.0	0.0
F51191_MLIG_G1	M1	6.0	-749.974358	0	0	3.511	3.511	1.0		
F70314_MCOR_G1	M2	7.0	-153.011483	0	0	3.3002	0.051	64.7601	0.0	0.0
F70314_MCOR_G1	M1	5.0	-156.308928	0	0	0.0544	0.1112	0.4892		
F82067_TREG_G1	M1	24.0	-678.199702	0	0	0.0	0.0	0.7238		
F82067_TREG_G1	M2	26.0	-677.033284	0	0	0.0	0.0	0.9028	0.0	0.0
F65645_HDIM_G1	M2	9.0	-1163.000962	0	0	0.0	0.0	0.6069	0.0	0.0
F65645_HDIM_G1	M1	7.0	-1163.000847	0	0	0.0	0.0	0.2802		
F19273_SMED_G1	M1	6.0	-642.909282	0	0	0.0	0.0	1.0		
F19273_SMED_G1	M2	8.0	-639.752798	0	0	0.0	0.0	7.1034	0.0	0.0
F83399_MLIG_G1	M1	6.0	-2100.853189	0	0	0.0014	0.0118	0.1148		
F83399_MLIG_G1	M2	8.0	-2100.853184	0	0	0.0014	0.0118	0.1148	0.0	0.0
F111982_MLIG_G1	M1	5.0	-2399.875125	0	0	0.0	0.0	0.0		
F111982_MLIG_G1	M2	7.0	-2399.88854	0	0	0.0	0.0015	0.0	0.0	0.0
F17386_SMED_G1	M2	7.0	-1144.502308	0	0	0.59	2.3247	0.2538	0.0	0.0
F17386_SMED_G1	M1	5.0	-1144.502308	0	0	0.59	2.3247	0.2538		
F56305_MLIG_G1	M2	8.0	-1082.29688	0	0	0.0	0.0	0.062	0.0	0.0
F56305_MLIG_G1	M1	6.0	-1082.296924	0	0	0.0	0.0	0.062		
F76679_TSAG_G1	M1	5.0	-535.309989	0	0	0.0	0.0047	0.0		
F76679_TSAG_G1	M2	7.0	-535.309906	0	0	0.0	0.0	0.0	0.0	0.0
F33787_TREG_G1	M2	7.0	-1475.084576	0	0	11.1733	0.0175	639.0811	129.0	119.0
F33787_TREG_G1	M1	5.0	-1513.333551	0	0	1.0301	1.5694	0.6563		
F84801_MLIG_G1	M1	7.0	-800.071152	0	0	0.0	0.0	0.1563		
F84801_MLIG_G1	M2	9.0	-795.911796	0	0	0.0	0.0	1.1855	0.0	0.0
F28263_MLIG_G1	M2	8.0	-5936.708075	0	0	0.0	0.0	0.3681	0.0	0.0
F28263_MLIG_G1	M1	6.0	-5936.708075	0	0	0.0	0.0	0.3681		
F15596_MLIG_G1	M1	6.0	-324.931446	0	0	0.0	0.0	0.0		
F15596_MLIG_G1	M2	8.0	-324.931391	0	0	0.0	0.0	0.0	0.0	0.0
F85061_TASI_G1	M1	6.0	-966.663613	0	0	0.0	0.0	0.9582		
F85061_TASI_G1	M2	8.0	-969.633035	0	0	0.0	0.0	1.0	0.0	0.0
F43129_MLIG_G1	M2	7.0	-1163.369099	0	0	0.0	0.0	1.0568	0.0	0.0
F43129_MLIG_G1	M1	5.0	-1163.359987	0	0	0.0	0.0	1.0		
F63734_MLIG_G1	M1	6.0	-682.369661	0	0	0.0011	0.0061	0.1801		
F63734_MLIG_G1	M2	8.0	-682.369651	0	0	0.0011	0.0061	0.1801	0.0	0.0
F53835_MLIG_G1	M1	5.0	-1250.104024	0	0	0.0171	0.1003	0.1706		
F53835_MLIG_G1	M2	7.0	-1223.696433	0	0	0.9999	0.0507	19.7114	6.0	1.0
F98697_MLIG_G1	M2	8.0	-393.838961	0	0	0.0082	0.045	0.1821	0.0	0.0
F98697_MLIG_G1	M1	6.0	-393.838965	0	0	0.0082	0.045	0.1821		
F97240_TREG_G1	M2	7.0	-645.712396	0	0	0.0097	0.036	0.2698	0.0	0.0
F97240_TREG_G1	M1	5.0	-645.712401	0	0	0.0095	0.0353	0.2698		
F118279_TASI_G1	M1	5.0	-163.450308	0	0	0.0079	0.0079	1.0		
F118279_TASI_G1	M2	7.0	-162.380494	0	0	0.0	0.0	999.0	0.0	0.0
F31724_HDIM_G1	M1	7.0	-353.13331	0	0	0.0	0.0	0.8899		
F31724_HDIM_G1	M2	9.0	-347.046316	0	0	0.0	0.0	8.8795	6.0	1.0
F8667_SMED_G1	M2	18.0	-651.405901	0	0	6.6099	6.6099	1.0	0.0	0.0
F8667_SMED_G1	M1	16.0	-651.406211	0	0	6.6099	6.6099	1.0		
F29578_CSIN_G1	M2	22.0	-187.733352	0	0	0.0	0.0	1.3714	0.0	0.0
F29578_CSIN_G1	M1	20.0	-190.943861	0	0	3.3772	3.3772	1.0		
F30934_MLIG_G1	M2	8.0	-769.319182	0	0	0.0	0.0	0.2989	0.0	0.0
F30934_MLIG_G1	M1	6.0	-769.319185	0	0	0.0	0.0	0.2989		
F91122_MLIG_G1	M2	8.0	-2401.565848	0	0	0.0017	0.0083	0.2049	0.0	0.0
F91122_MLIG_G1	M1	6.0	-2401.565856	0	0	0.0017	0.0083	0.2049		
F85916_MLIG_G1	M2	9.0	-716.725023	0	0	0.0	0.0	0.8982	0.0	0.0
F85916_MLIG_G1	M1	7.0	-716.725023	0	0	0.0	0.0	0.8982		
F42738_MLIG_G1	M2	8.0	-1413.790506	0	0	20.7381	3.8143	5.437	26.0	1.0
F42738_MLIG_G1	M1	6.0	-1443.553362	0	0	0.0	0.0	0.4321		
F84018_MLIG_G1	M1	6.0	-2086.449384	0	0	0.0003	0.0177	0.0181		
F84018_MLIG_G1	M2	8.0	-2086.44938	0	0	0.0003	0.0177	0.0181	0.0	0.0
F110237_MLIG_G1	M2	7.0	-534.059039	0	0	0.0066	0.0257	0.2568	0.0	0.0
F110237_MLIG_G1	M1	5.0	-534.059039	0	0	0.0047	0.0182	0.2568		
F110873_MLIG_G1	M2	8.0	-2022.012607	0	0	0.0	0.0	1.4008	0.0	0.0
F110873_MLIG_G1	M1	6.0	-2022.78216	0	0	0.0	0.0	0.8247		
F62227_MLIG_G1	M1	5.0	-2392.868633	0	0	0.0	0.0	1.0		
F62227_MLIG_G1	M2	7.0	-2392.850622	0	0	0.0	0.0	0.7989	0.0	0.0
F66044_MLIG_G1	M2	8.0	-513.517868	0	0	0.0	0.0	31.9392	0.0	0.0
F66044_MLIG_G1	M1	6.0	-521.625874	0	0	0.0	0.0	0.153		
F61562_MLIG_G1	M1	7.0	-959.224958	0	0	0.0	0.0	0.0535		
F61562_MLIG_G1	M2	9.0	-955.847151	0	0	0.0	0.0	0.2889	0.0	0.0
F40054_MLIG_G1	M1	12.0	-2402.314711	0	0	2.9655	2.9655	1.0		
F40054_MLIG_G1	M2	14.0	-2400.74014	0	0	0.0	0.0	0.0778	0.0	0.0
F94888_MLIG_G1	M2	8.0	-1616.872045	0	0	0.0034	0.0122	0.2755	0.0	0.0
F94888_MLIG_G1	M1	6.0	-1617.99494	0	0	0.0027	0.0143	0.1881		
F16938_MLIG_G1	M2	8.0	-1795.847057	0	0	0.0104	0.058	0.1793	0.0	0.0
F16938_MLIG_G1	M1	6.0	-1797.246958	0	0	0.0007	0.0074	0.095		
F39995_MLIG_G1	M2	7.0	-1356.385842	0	0	23.0935	0.1465	157.6596	114.0	83.0
